main_uniprot_id,total_rows_from_main,original_rows,augmented_rows,unique_augmented_uniprot_ids
Q96PC5,1,1,0,0
Q96PJ5,1,1,0,0
Q96PN6,1,1,0,0
Q96PR1,1,1,0,0
Q96PZ7,1,1,0,0
Q96Q77,1,1,0,0
Q96QD9,1,1,0,0
Q96QF7,1,1,0,0
Q96QT6,1,1,0,0
Q96RL7,1,1,0,0
Q96RQ1,1,1,0,0
Q96SI9,1,1,0,0
Q96SN8,1,1,0,0
Q96ST3,1,1,0,0
Q96T53,1,1,0,0
Q96T58,1,1,0,0
Q99075,1,1,0,0
Q99467,1,1,0,0
Q99558,1,1,0,0
Q99592,1,1,0,0
Q99638,1,1,0,0
Q99687,1,1,0,0
Q99705,1,1,0,0
Q99707,1,1,0,0
Q99747,1,1,0,0
Q99758,1,1,0,0
Q99767,1,1,0,0
Q99832,1,1,0,0
Q99877,1,1,0,0
Q99942,1,1,0,0
Q99967,1,1,0,0
Q99973,1,1,0,0
Q9BPX6,1,1,0,0
Q9BQ31,1,1,0,0
Q9BQ67,1,1,0,0
Q9BQC3,1,1,0,0
Q9BQG0,1,1,0,0
Q9BQI3,1,1,0,0
Q9BQY4,1,1,0,0
Q9BR39,1,1,0,0
Q9BRA0,1,1,0,0
Q9BRK3,1,1,0,0
Q9BRQ3,1,1,0,0
Q9BRU9,1,1,0,0
Q9BSG1,1,1,0,0
Q9BSQ5,1,1,0,0
Q9BSR8,1,1,0,0
Q9BTA9,1,1,0,0
Q9BTV4,1,1,0,0
Q9BU64,1,1,0,0
Q9BU89,1,1,0,0
Q9BUN8,1,1,0,0
Q9BUQ8,1,1,0,0
Q9BV38,1,1,0,0
Q9BVJ7,1,1,0,0
Q9BVK8,1,1,0,0
Q9BVV2,1,1,0,0
Q9BW04,1,1,0,0
Q9BW19,1,1,0,0
Q9BWG6,1,1,0,0
Q9BXA7,1,1,0,0
Q9BXI3,1,1,0,0
Q9BXJ4,1,1,0,0
Q9BXK5,1,1,0,0
Q9BXL6,1,1,0,0
Q9BXS9,1,1,0,0
Q9BXT5,1,1,0,0
Q9BXW6,1,1,0,0
Q9BY67,1,1,0,0
Q9BY78,1,1,0,0
Q9BYT3,1,1,0,0
Q9BYW2,1,1,0,0
Q9BZD4,1,1,0,0
Q9BZE4,1,1,0,0
Q9BZH6,1,1,0,0
Q9BZJ7,1,1,0,0
Q9C0A1,1,1,0,0
Q9C0D2,1,1,0,0
Q9GZR1,1,1,0,0
Q9GZR5,1,1,0,0
Q9GZT5,1,1,0,0
Q9GZT9,1,1,0,0
Q9GZY4,1,1,0,0
Q9GZY6,1,1,0,0
Q9H008,1,1,0,0
Q9H074,1,1,0,0
Q9H0E7,1,1,0,0
Q9H0Y0,1,1,0,0
Q9H156,1,1,0,0
Q9H1J1,1,1,0,0
Q9H2S9,1,1,0,0
Q9H306,1,1,0,0
Q9H400,1,1,0,0
Q9H469,1,1,0,0
Q9H4E5,1,1,0,0
Q9H4F8,1,1,0,0
Q9H5Y7,1,1,0,0
Q9H6I2,1,1,0,0
Q9H6Q3,1,1,0,0
Q9H6T0,1,1,0,0
Q9H706,1,1,0,0
Q9H7D0,1,1,0,0
Q9H7E2,1,1,0,0
Q9H7X3,1,1,0,0
Q9H892,1,1,0,0
Q9H8L6,1,1,0,0
Q9H8N7,3,3,0,0
Q9H903,1,1,0,0
Q9H9A5,1,1,0,0
Q9H9D4,1,1,0,0
Q9H9F9,1,1,0,0
Q9H9Z2,1,1,0,0
Q9HAC7,1,1,0,0
Q9HAP6,1,1,0,0
Q9HAU4,1,1,0,0
Q9HB58,1,1,0,0
Q9HBD1,1,1,0,0
Q9HBE5,1,1,0,0
Q9HBH5,1,1,0,0
Q9HBH9,1,1,0,0
Q9HCC9,1,1,0,0
Q9HCE9,1,1,0,0
Q9HCK4,1,1,0,0
Q9HCK8,1,1,0,0
Q9HCL2,1,1,0,0
Q9HCM9,1,1,0,0
Q9HCQ5,1,1,0,0
Q9HCR9,1,1,0,0
Q9HCS4,1,1,0,0
Q9HCU0,1,1,0,0
Q9HCU4,1,1,0,0
Q9HCU8,1,1,0,0
Q9HD89,1,1,0,0
Q9NP31,1,1,0,0
Q9NP71,3,3,0,0
Q9NPF4,1,1,0,0
Q9NPF7,1,1,0,0
Q9NPI1,1,1,0,0
Q9NPY3,1,1,0,0
Q9NQ36,1,1,0,0
Q9NQV8,1,1,0,0
Q9NQX5,1,1,0,0
Q9NQZ6,1,1,0,0
Q9NQZ8,1,1,0,0
Q9NR22,1,1,0,0
Q9NR23,1,1,0,0
Q9NR48,1,1,0,0
Q9NR55,1,1,0,0
Q9NRD1,1,1,0,0
Q9NRG4,1,1,0,0
Q9NRK6,1,1,0,0
Q9NRX2,1,1,0,0
Q9NS71,1,1,0,0
Q9NSA0,1,1,0,0
Q9NSK0,4,4,0,0
Q9NTJ5,1,1,0,0
Q9NUB1,1,1,0,0
Q9NUM4,1,1,0,0
Q9NUY8,1,1,0,0
Q9NV31,1,1,0,0
Q9NV70,1,1,0,0
Q9NVV0,1,1,0,0
Q9NVV9,1,1,0,0
Q9NWS0,1,1,0,0
Q9NWU2,1,1,0,0
Q9NX14,1,1,0,0
Q9NX46,1,1,0,0
Q9NY33,1,1,0,0
Q9NYK5,1,1,0,0
Q9NYQ7,1,1,0,0
Q9NYY3,1,1,0,0
Q9NYZ4,1,1,0,0
Q9NZI5,1,1,0,0
Q9NZM5,1,1,0,0
Q9NZM6,1,1,0,0
Q9P003,1,1,0,0
Q9P0J7,1,1,0,0
Q9P0L9,1,1,0,0
Q9P0U3,1,1,0,0
Q9P1Z3,1,1,0,0
Q9P2F6,1,1,0,0
Q9P2K8,1,1,0,0
Q9P2P5,1,1,0,0
Q9UBC5,1,1,0,0
Q9UBH6,1,1,0,0
Q9UBT7,1,1,0,0
Q9UBZ9,1,1,0,0
Q9UDX3,1,1,0,0
Q9UEW8,1,1,0,0
Q9UGI0,1,1,0,0
Q9UGI6,1,1,0,0
Q9UGI8,1,1,0,0
Q9UGP8,1,1,0,0
Q9UGR2,1,1,0,0
Q9UHC3,1,1,0,0
Q9UHC6,1,1,0,0
Q9UHI6,1,1,0,0
Q9UHN6,1,1,0,0
Q9UI08,1,1,0,0
Q9UI46,1,1,0,0
Q9UI47,1,1,0,0
Q9UID6,1,1,0,0
Q9UII4,1,1,0,0
Q9UIK4,4,4,0,0
Q9UJ70,1,1,0,0
Q9UJJ9,1,1,0,0
Q9UJX6,1,1,0,0
Q9UKF5,1,1,0,0
Q9UKK6,1,1,0,0
Q9UKN7,1,1,0,0
Q9UKP3,1,1,0,0
Q9UKP4,1,1,0,0
Q9UKV0,2,2,0,0
Q9UKW4,1,1,0,0
Q9UL03,1,1,0,0
Q9UL41,1,1,0,0
Q9ULD0,1,1,0,0
Q9ULJ1,1,1,0,0
Q9ULP0,1,1,0,0
Q9ULW8,1,1,0,0
Q9ULX6,1,1,0,0
Q9ULX9,1,1,0,0
Q9UM01,1,1,0,0
Q9UM47,1,1,0,0
Q9UMX5,1,1,0,0
Q9UMX6,1,1,0,0
Q9UMX9,1,1,0,0
Q9UN73,1,1,0,0
Q9UN76,1,1,0,0
Q9UNN8,1,1,0,0
Q9UPQ4,1,1,0,0
Q9UPQ7,1,1,0,0
Q9UPZ3,1,1,0,0
Q9UQ03,1,1,0,0
Q9UQE7,1,1,0,0
Q9WJR5,1,1,0,0
Q9Y217,1,1,0,0
Q9Y222,1,1,0,0
Q9Y252,1,1,0,0
Q9Y253,1,1,0,0
Q9Y255,1,1,0,0
Q9Y278,1,1,0,0
Q9Y283,1,1,0,0
Q9Y2C9,1,1,0,0
Q9Y2H0,1,1,0,0
Q9Y2P5,1,1,0,0
Q9Y3C6,1,1,0,0
Q9Y3E1,1,1,0,0
Q9Y3Q0,1,1,0,0
Q9Y467,1,1,0,0
Q9Y493,1,1,0,0
Q9Y4D8,1,1,0,0
Q9Y4G2,1,1,0,0
Q9Y4G6,1,1,0,0
Q9Y4H2,4,4,0,0
Q9Y4X4,1,1,0,0
Q9Y5H5,1,1,0,0
Q9Y5R8,1,1,0,0
Q9Y5T5,1,1,0,0
Q9Y606,1,1,0,0
Q9Y6A2,1,1,0,0
Q9Y6B6,1,1,0,0
Q9Y6D5,1,1,0,0
Q9Y6F1,1,1,0,0
Q9Y6I9,1,1,0,0
Q9Y6K8,1,1,0,0
Q9Y6M1,1,1,0,0
Q9Y6Q6,1,1,0,0
Q9Y6W6,1,1,0,0
Q9Y6X2,1,1,0,0
Q9Y6X9,1,1,0,0
