,UniprotID,Homologs
51,O14727,"{'O14727-2', 'A0A0D4D6D2', 'UPI00295260C1', 'UPI000F73BA7B', 'O14727-3', 'Q005W5', 'F6R500', 'UPI0003592BEC', 'O14727-6', 'O14727-5', 'UPI0022328BBA', 'O14727', 'A0A6I8NPN5', 'H3AY47', 'A8WH04', 'UPI000FFC4252', 'A0A8D0T9Q4', 'A0A8B9HYU9', 'O14727-1', 'UPI0030D305D3', 'A0A674N9A8', 'O14727-4', 'UPI000C6E4CBC', 'Q9EPV5'}"
52,Q9HCU9,"{'A0A8I5ZNI2', 'L5LU77', 'A0AAF6Z4R2', 'A0A8D1LID8', 'Q9HCU9', 'UPI0003C8F62C', 'G3SK29', 'A0A8I3PDI6', 'UPI00222E4843', 'A0A7N4PI21', 'F6RAC3', 'A0A8C2RAQ3', 'G5BWX7', 'G1QD63', 'A0A7N5KQL0', 'A0A8I4A5Y5'}"
53,P49815,"{'W5M5E7', 'A0A8T2KVB5', 'A0A287BG63', 'P49815-1', 'U3EML3', 'A0A2I3H7F7', 'A0A669BGH3', 'UPI0023E7C623', 'UPI000947BC94', 'P49815-3', 'H2M821', 'G1TGR7', 'A0A2I2YFP6', 'G3WTR6', 'UPI0011454756', 'G9KVF6', 'A0A9L0SLK3', 'UPI0019175B91', 'A0A803TRG0', 'A0A2J8INL4', 'A0AAX6QI33', 'UPI0020191789', 'W5Q766', 'P49815-6', 'A0A8B9TP64', 'UPI0032B07C4A', 'A0A803VH21', 'A0A8M9Q1U8', 'P49815-5', 'G3TF51', 'P49815', 'UPI000C6D2D3B', 'A0A8J0R7J6', 'UPI002FE0A6A1', 'UPI000FFB7119', 'A0A6I8PHE2', 'P49815-4', 'P49815-8', 'P49815-2', 'F7EG37', 'F2XXG1', 'P49815-7', 'H2ZSC2', 'A0A674GBH7', 'A0A9J7GEB9', 'UPI000D531E6A', 'UPI001676CEBA'}"
54,P32927,"{'H0WSU8', 'UPI0023DD1642', 'UPI0004F13D24', 'P32927-2', 'A0A8T2KZZ3', 'L5M9T6', 'F1Q6U2', 'A0A8J0SM24', 'UPI001A9DF5A7', 'UPI0010A7D607', 'A0A8I5Y685', 'A0A674HQY2', 'P32927', 'F6VPW1', 'A0AAX6QHQ1', 'A0A8V0YMN6', 'G1KSA1', 'R9ZUS5', 'UPI000FFCB2E5', 'A0A480T935', 'H0W5J7', 'R0K2W2', 'UPI000387D6E4', 'P32927-1', 'A0A9J7K4A2', 'UPI00313CAC3C'}"
55,Q6VAB6,"{'A0A8C2R9A7', 'A0A3B3H8G0', 'U3JXB9', 'Q6VAB6-1', 'UPI0024463235', 'A0A674P246', 'UPI002F2B3D60', 'UPI002FE392DC', 'UPI0007401BFC', 'M3ZK16', 'UPI00313E0DA6', 'A0A8V5L0Q6', 'F1NCU3', 'UPI0002746ECC', 'Q6VAB6', 'L5KWE8', 'UPI0028CBB3DB', 'Q6VAB6-2', 'F7GRP4', 'W5K0U9', 'A0A8C2LBS0', 'A0A6I8SHR5', 'UPI000A2B70F5', 'L9KM91', 'G1PDC8'}"
56,P21802,"{'P21802-4', 'P21802-17', 'UPI0030CEBF1A', 'P21802-14', 'P21802-5', 'A0A6D2XXZ6', 'P21802-21', 'A0A287CZ45', 'UPI000768528C', 'UPI002FE0332B', 'F7C9J5', 'P21802-2', 'UPI0003D0E9C7', 'UPI0029525F97', 'P21802-22', 'A0A6I8MYX6', 'P21802-19', 'A0A803V4H7', 'A0A4X1SQA5', 'UPI0003946EA3', 'A1YYP0', 'F7DHF8', 'J9QCT8', 'A0A3P9LVA4', 'P21802-6', 'P21802-15', 'G3IJY0', 'UPI00073FF2EE', 'P21802-23', 'A0A7N4NRX6', 'P21802-18', 'A0A2J8PBX8', 'A0A5F9CMH9', 'P21802-16', 'U3D3K2', 'A0A2J8W6L8', 'A0A8T2LS01', 'P21802', 'P21802-1', 'A0A8P0PA94', 'A0AAX6QS99', 'P21802-3', 'UPI0007DC541C', 'P21802-8', 'UPI0032B08578', 'P21802-20', 'UPI000C7F4FD6', 'A0A2I2ZXQ4', 'H3ACS7', 'A0A7N5JE84'}"
57,P15144,"{'UPI00046290D4', 'B4DP01', 'G1TE56', 'L9KJ96', 'H2SSR9', 'A0A3P9KYT4', 'A0A674H3P1', 'P15145', 'Q8MII9', 'P15144', 'A0A6I8Q201', 'A0A3Q2LAN4', 'Q9PW08', 'G3WIS7', 'A0A669D3J6', 'A0A9J7K2Q4', 'F6UV20', 'A0A7N5K9B6', 'H0UYQ6', 'M3XKD7', 'U3K8Z9', 'A0A8T2LJS4', 'E7F2N2'}"
58,Q9Y2U5,"{'Q9Y2U5', 'H0UZM2', 'UPI0005CC8FC0', 'A0A9L0RTJ6', 'A0A8D0QC64', 'A0A674MX91', 'G9K9H8', 'A0A2I2ZHW2', 'L5KJ27', 'UPI0030D4625C', 'A0A8B9HDM8'}"
59,Q9UKF7,"{'A0A8I6A182', 'UPI0003504EA2', 'H2TPJ9', 'W5L7A4', 'Q9UKF7-2', 'H0X4T1', 'W5N818', 'A0A6I8P579', 'UPI0030D501A3', 'M4AC57', 'F6WSY9', 'A0AAX6S9C1', 'Q9UKF7', 'UPI0024E21774', 'A0A8M9PGR9', 'Q9UKF7-1', 'H3A9Q9', 'A0A2I3HTD8', 'A0A4X1SWK3', 'A0A9J7JWJ4', 'UPI002F2B32A3', 'A0A9L0SWM2', 'A0A2I2UPF8', 'G1T9T0', 'H0Z220', 'A0A3P9MFK2'}"
60,Q14247,"{'Q14247-2', 'UPI001A9D2E30', 'A0A8B9LF27', 'A6HYF6', 'A0A8I3NGK5', 'Q14247', 'Q14247-3', 'A0A5F8G3J7', 'A0A8V0XXK6', 'Q14247-1', 'W5NQM5', 'Q5M8F8', 'UPI002FE0ABB2', 'A0A5F9CGK0', 'H2SZJ4', 'UPI000C9DD173', 'UPI00074001C1', 'A0A8D1Q0M8', 'A0A8C2SEJ4', 'A0A7N5JM82', 'I3ITS4', 'A0A2I3GNZ3', 'M4AHG6', 'UPI0010A8D878', 'UPI0006D8EDE3'}"
61,Q9UBF8,"{'W5QIJ7', 'A0A8I6ASK5', 'UPI0008F47F29', 'A0A8D2CBV7', 'W5MPG8', 'UPI0035A02560', 'L5MEV1', 'Q9UBF8-2', 'A0A3B5PRL2', 'I3J7Z0', 'UPI0006D8FFF3', 'Q8BKC8-2', 'Q9UBF8-3', 'A0A8U0NDI4', 'G1RGP1', 'A0A8C0SJ61', 'UPI0011AF8842', 'A0A8I3X2W2', 'Q9UBF8-1', 'O02810-1', 'H2SZZ4', 'A0A493SXH2', 'UPI00048BFF8D', 'G3SWR2', 'UPI0007DBAEF5', 'A0A803JCV5', 'Q8BKC8-3', 'A0A3P9HZK1', 'O02810-2', 'UPI0007046CC9', 'UPI00062CB007', 'Q8BKC8-1', 'UPI0007AD966B', 'Q9UBF8', 'B4UT09', 'UPI0023E17A86', 'A0A3Q2IAD5', 'A0A286XPJ0', 'F7DVF5', 'G3H300', 'A0A7N5K3I8', 'H9G5X6', 'A0AAX6TLE5', 'UPI001301F675', 'A0A452FR68'}"
62,P35568,"{'G3WP63', 'G3UBG4', 'UPI000FFB2499', 'G3Q4B6', 'Q6P4Y6', 'A0A5F4W217', 'A0A452FYT9', 'UPI00035A247D', 'W5KH49', 'A0AAA9RYK2', 'P35569', 'H3B2A4', 'G1KC98', 'P35568', 'A0A3B5JZG6', 'P35570', 'W0KMC7', 'G1SSI2', 'I3J8S9', 'P79773', 'A0A5F8G4E5', 'A0A6I8NQ80'}"
63,Q9BWT1,"{'UPI0003C9215D', 'K9KCK6', 'A0AAF6YL92', 'A0A287DAL3', 'Q9BWT1-4', 'A0A5F9CPW2', 'A0A8C2NL63', 'UPI0023E12467', 'H2ZZV2', 'Q9BWT1-6', 'Q9BWT1-1', 'UPI001D1A2BA4', 'UPI0023DD3CB5', 'Q9BWT1', 'A0A5F8GA11', 'A0A286XJ55', 'F6QQP2', 'Q9BWT1-2', 'Q9BWT1-3', 'M3XP62', 'W5L7C4', 'A0A8Q3WM52', 'Q9BWT1-5'}"
64,Q2PPJ7,"{'Q2PPJ7-2', 'G1PUW8', 'UPI000D5398DF', 'A0A7N4V020', 'UPI003008BB48', 'A0A3B5QF74', 'UPI000DF43555', 'Q2PPJ7-1', 'UPI00001973D2', 'UPI00313C5C16', 'UPI002952802F', 'A0A8C2N2U2', 'H0UWK7', 'G3T7T9', 'A0A3P9I348', 'D3ZKI6', 'F7CGP0', 'A0A0P6J5Y9', 'A0A3B1JA41', 'Q2PPJ7-3', 'G1KE74', 'A0A287BN99', 'A0A674MA85', 'A0A5F9DT20', 'A0A8B9SGA0', 'UPI0007AD7A24', 'F6UGT4', 'A0A2K5X2Z0', 'A0A8C0P584', 'Q2PPJ7', 'W5NJR3', 'L5JXZ9', 'A0A452FRZ5', 'A0A8I3W5G9'}"
65,O95382,"{'A0A8V0YZK0', 'O95382-1', 'UPI0013020AA1', 'W5P044', 'I3MMK6', 'UPI0003D6DDCF', 'UPI000C879544', 'D3ZFL3', 'A0A480R5S7', 'G1NWF4', 'A0A8C2QL63', 'UPI00005BBE07', 'A0A8C2NHK0', 'UPI0030094F9A', 'UPI001FB0C4F7', 'UPI0023F1C5F5', 'G3SXE6', 'G1SHF8', 'O95382', 'G1REN8', 'A0A2K5X4N2', 'O95382-3', 'L5JUU8', 'A0A8C0N7R8', 'UPI0003C91A3D', 'F7HFE8', 'O95382-2'}"
66,Q12802,"{'A0A2J8SG33', 'A0A8U0RIJ0', 'UPI000B54743C', 'Q3UZK5', 'Q12802-5', 'UPI0023F473A4', 'A0A8T2L6V9', 'UPI0019D42918', 'U3K757', 'UPI002F2B4BD9', 'UPI000C6EC42A', 'W5NB48', 'A0A452EL38', 'Q12802-1', 'UPI0011452559', 'I3J4G8', 'UPI001D19ECA6', 'UPI0018D79EBE', 'Q12802-4', 'Q12802', 'UPI001C2E1B72', 'G1PC31', 'Q12802-2', 'G3S5B8', 'A0A8D1ZQ60', 'UPI00076882DE', 'A0A1D5Q3M9'}"
67,Q13094,"{'A0A5F8AD90', 'C7C5T4', 'A6HDH6', 'B2GUH6', 'A0A8B9KBL9', 'A0A452FFN2', 'A0A3B5KAT9', 'G1KRV5', 'A0A0P6K6C0', 'W5MTT9', 'L5L1Q9', 'A0A3Q1MBG1', 'F6Y1D5', 'A0A9L0TRP2', 'A0A8D1XPK1', 'A0A8C2MD71', 'Q13094', 'F6PWB0', 'L9KYJ2', 'H3A236'}"
68,P52198,"{'A0A3P9KJT5', 'A0A8B9ZEK7', 'A0A061HXA5', 'A0A8T2KYU5', 'A0A9L0SIK9', 'UPI0023F023D3', 'A0A6I8P454', 'W5N058', 'P52198', 'A0A8C2PI73', 'M3YEI3', 'A0A669B6S2', 'U3JDG3', 'UPI002FDFD2F9'}"
69,Q96TC7,"{'Q96TC7-2', 'G7PAX5', 'A0A8D0WGW7', 'W5N4T6', 'A0A7N5JWH7', 'G5BLZ6', 'UPI0007679A17', 'Q96TC7-1', 'L9JCX2', 'A0A8B9KBX1', 'UPI0028CB2A1D', 'H3BAA7', 'K9KA11', 'A0A3P9I0M9', 'F7D599', 'A0A803JGE5', 'H0Z8D4', 'Q96TC7', 'UPI000C813961', 'G3HYS3'}"
70,Q8NHG8,"{'M3XH14', 'A0A9L0SSY3', 'UPI0022326C14', 'A0A8D1K5J7', 'A0A8I3X686', 'A0A8B9KJE3', 'A0A3B3HN40', 'UPI001494B1E7', 'W5M1D8', 'UPI000703FE73', 'A0A6I8PHW0', 'UPI002FE1B718', 'G1Q189', 'Q8NEX1', 'A0A5F7ZA02', 'A0A9J7GGA1', 'A0A8C2NJK7', 'Q8NHG8', 'A0A7N9CC50'}"
71,Q9H6H4,"{'A0A5F8G461', 'A0A674H645', 'H3BEI9', 'A0A7N9D0P4', 'A0A6I8MXU2', 'A0A0P6JDC4', 'A0A8D1P1R9', 'G1SGM4', 'M3XXT9', 'UPI00159D629F', 'A0A8I3PSH4', 'A0A8C2PB15', 'A0A7N4PVC3', 'Q9H6H4-2', 'UPI00062AC6E2', 'Q9H6H4', 'H9GDH1', 'U3JB62', 'Q9H6H4-1', 'UPI0003C90888'}"
72,Q9NQU5,"{'Q9NQU5-2', 'M3ZWH6', 'F6XN12', 'W5QFY1', 'Q9NQU5-1', 'UPI00313CA1E4', 'UPI0003EC253E', 'W5N5B5', 'Q9NQU5', 'G3ICI9', 'L9JCU3'}"
73,Q86UR5,"{'UPI0019175E56', 'A0A2I3T998', 'UPI0003506A47', 'UPI000CE26F33', 'Q86UR5-5', 'A0A9J7KEM4', 'UPI002445E5DA', 'W5NH44', 'UPI000C9EAA1E', 'Q86UR5-1', 'Q86UR5-9', 'A0A8J1JHE8', 'Q86UR5-2', 'UPI0028CBB706', 'F6VBV0', 'Q86UR5-12', 'UPI001D19A01D', 'A0A2I3GR03', 'Q86UR5-3', 'Q86UR5-13', 'A0A452E725', 'A0AAX6RS07', 'UPI0010A21423', 'A0A8M9Q519', 'UPI000DF3AE77', 'L5JPU1', 'UPI0007675273', 'UPI0032B066A8', 'UPI003005E06D', 'Q86UR5-10', 'UPI0011AEFA99', 'A0A8U0RUW3', 'A0A5F8GQ63', 'UPI002FE07681', 'UPI00222EF51C', 'UPI0015F1ADDB', 'UPI001FB0DA0A', 'G1QDK6', 'UPI0018D9B161', 'UPI0023DD45C2', 'Q86UR5-6', 'UPI001494FE0E', 'Q86UR5-7', 'UPI000359737B', 'UPI002F2B38A1', 'Q86UR5-11', 'H3AZR6', 'A0A8T2LVE4', 'UPI001A9E781E', 'Q86UR5-4', 'A0A3B5R6T3', 'F1RTS7', 'Q86UR5', 'Q86UR5-8', 'A0A836ABX7', 'UPI000FFC97C3', 'UPI001145C178'}"
74,P41279,"{'UPI000C7F3A1C', 'A0A3B1JXD0', 'K9KAQ8', 'A0A835ZW75', 'UPI0006242A7A', 'P41279-2', 'UPI001672EC02', 'H3ARZ5', 'A0A674NKJ3', 'P41279-1', 'A0A8D1RVA6', 'L5LGJ8', 'G3V840', 'P41279'}"
75,Q8TCG1,"{'UPI002FE1BC22', 'A0A894J8Q9', 'F7H2T3', 'A0A8C2NF29', 'Q8TCG1', 'A0A3B3IBP9', 'Q8TCG1-2', 'A0A3B5Q065', 'W5KKJ4', 'Q8TCG1-1', 'UPI00313AF7AE', 'L8Y5Y6', 'A0A8D1A0A0', 'A0A5F8G7Q7'}"
76,Q9NS23-2,"{'A0A8D0T9N0', 'Q9NS23-4', 'Q9NS23-3', 'Q9NS23-7', 'A0AAX6NPF6', 'Q9NS23-1', 'Q9NS23-5', 'B4DVA1', 'UPI000CCC2686', 'A0A8B9LMN6', 'Q9NS23-6', 'Q9NS23-9', 'H3BDR4', 'Q9NS23-2', 'A0A3P9JRZ7'}"
77,Q9Y6R0,"{'Q9Y6R0', 'A0A8J8XFD0', 'UPI00122D6827', 'UPI0032B075F3', 'Q3MUI2', 'A0A8U0UXW9', 'UPI001301B90F', 'H9F0L0', 'UPI0030D5476C', 'Q08DC8', 'K7CEJ9', 'G5C9X3', 'UPI0015F141FB', 'L9LCE0', 'A0A9J7K168', 'UPI000D531383', 'F7ETW9', 'UPI003005CB49', 'A0A5F5XVT1', 'A0A286ZJP2', 'I3N603', 'G3RTX6', 'W5PA74'}"
78,P49757,"{'P49757', 'A0A8T2LCI4', 'I7G5M6', 'A0A8C2QJ40', 'A0A286Y575', 'UPI0003C900C2', 'A0A8D0N5N5', 'P49757-2', 'A0A803V8M1', 'Q9QZS3-4', 'M3XJR8', 'P49757-4', 'P49757-9', 'A0A8P0T8N1', 'Q9QZS3-3', 'A0A452F0K6', 'A0A6I8MZH3', 'P49757-5', 'UPI0023E1FA28', 'P49757-3', 'A0A0N8ETF8', 'P49757-8', 'A0A6D2WST0', 'UPI000D535648', 'UPI0011AF6E86', 'W5NB42', 'A0A7N5KD68', 'F6YXJ9', 'P49757-1', 'Q9QZS3-2', 'Q2LC87', 'Q9QZS3-1', 'P49757-6', 'A0A2I2YDF7', 'P49757-7', 'UPI001C2E53D9'}"
79,Q9Y2J0,"{'Q9Y2J0', 'H9G6U8', 'H0VU80', 'I3KDQ8', 'A0A2I3T121', 'A0A8T2KY27', 'A0A8D0U9X2', 'Q9Y2J0-1', 'A0A0P6J7X9', 'UPI001D19C832', 'U3K2Q5', 'Q9Y2J0-2', 'H2RL01', 'UPI000D5384E2', 'A0A3B5QIG9', 'L9KVS9', 'G3PSF6', 'A0A061I884', 'A0A287D8Z1', 'H2ZRV7', 'R0K8B4', 'A0A8I6AER8', 'A0A674HKM4'}"
80,O76090,"{'O76090', 'A0A8B9K3E7', 'UPI001FB08740', 'UPI000B545FB3', 'UPI0003599392', 'A6I004', 'A0AAX6SF18', 'UPI0024E272D4', 'A0A5F5XWI7', 'L8Y5K8', 'H0V712', 'UPI00122D5BE1', 'A0A8M3ANU8', 'O76090-4', 'H3BCY9', 'O76090-3', 'O76090-1', 'G3IEF2', 'UPI0023E8CCC9', 'UPI0010A89E1B'}"
81,P52565,"{'A0A3P9L1S0', 'A0A8T2KY96', 'H3A7Z2', 'UPI00006833E4', 'P52565-2', 'A0A6I8R636', 'P52565', 'A0A674NAM7', 'M3XEZ6', 'A0A8D1SFL6', 'H0YZ76', 'P52565-1', 'M3XLW8', 'A0A8I3WCV6', 'A0A8I3RV27'}"
82,Q9UIK4,"{'UPI0035A152A5', 'UPI002FDF371F', 'Q9UIK4-1', 'Q9UIK4', 'A0A669E142', 'Q9UIK4-2', 'UPI001F0059DF', 'A0A3Q2L5L8', 'A0A6I8MXN6', 'A0A5F9DL09', 'A0A674HU09', 'A0A674NKJ8', 'UPI0003C17C99', 'A0A8D1Y4A4', 'A0A493TX91', 'A0A5F8GLW5', 'UPI0007AD78F6', 'UPI001C1E1BB4'}"
83,Q04912,"{'UPI0024E20326', 'UPI0032B0468F', 'L5LGB6', 'Q04912', 'K9JYP4', 'A0A2I3RUG3', 'A0A6I8P981', 'UPI001AE17853', 'F6XEZ0', 'Q04912-6', 'Q04912-4', 'A0A8J8Y7X0', 'G1PVE9', 'Q04912-1', 'UPI000C7F0E76', 'A0A2I3GKF5', 'A0A8M3BAK5', 'I3KWR0', 'Q04912-2', 'F7IAV5', 'A0A286XS04', 'A0A2J8TGS8', 'H2MH21', 'A0AAX6TEV3', 'Q04912-7', 'UPI0018D6C50E', 'A0A0A6YXY9', 'M3YPD7', 'L8Y001', 'A0A4X1SNE7', 'A0A8T2LYT0', 'G1SX27', 'W5MY80', 'D3ZYM4', 'Q04912-5', 'G3SYP8', 'Q04912-3'}"
84,P40818,"{'A0A5F8H9N2', 'W5QIK3', 'UPI0024DF07F5', 'A0A8T2LPW8', 'P40818', 'H0X6L7', 'P40818-1', 'UPI001AE37BED', 'A0A286X856', 'G5C8T1', 'A0A2K5V7Y4', 'K9KBP3', 'A0A674MDQ3', 'B3KRK3', 'G3WFD6', 'H3BG04', 'A0A8D1QIE4', 'UPI002FD7F9D8', 'A0A674H7Z6', 'A0A803SZ70', 'A0A6I8R983', 'G3H049', 'G3SPL4', 'G1NT75', 'UPI000FFB43A1', 'A0A452EF07', 'P40818-2', 'F7CQD2'}"
85,P42575,"{'A0A8D0MUH7', 'A0A5F5XRE1', 'UPI0004F471DB', 'P42575-2', 'W5MP74', 'UPI0008102FAD', 'A0A452F2K3', 'P42575', 'P42575-3', 'UPI0030CACA88', 'B4E085', 'A0A8M9P7T2', 'UPI000454198F', 'A0AAX6RKS5', 'UPI0032B06846', 'A0A8B9KUS0', 'A0A803KGJ1', 'P42575-1', 'UPI00313AC219'}"
86,P98177,"{'M1ESW9', 'H3AMN3', 'W5NCK7', 'P98177-2', 'P98177-1', 'A0A8C0TRH7', 'W5KLT6', 'A0A8V0YZU4', 'A0A8C2PM56', 'U3KBH2', 'A0A5F8GLK1', 'A0A7N4PAE1', 'A0A8B9T4C9', 'P98177', 'UPI0019D48D13'}"
87,P00338,"{'G1Q1B6', 'M3Y5C5', 'A0A5F9CSK1', 'P00338-1', 'A0A2I2YSI5', 'A0A6I8PC18', 'G5C181', 'P00338-5', 'A0A2I3GUH5', 'UPI0010A21F7A', 'P00338-4', 'P00338', 'UPI0018F32406', 'A0A4X1T6G7', 'P00338-2', 'H2TRF6', 'L5JYU6', 'A0A8C2LVH1', 'A0A287D1N0', 'W5LXG1', 'A0A8I6GK09', 'A0A8I5TYF8', 'P00338-3', 'A0A7N5P778', 'A0A2I3RJT2', 'F7BNV4', 'UPI001C2E3442', 'F5H6W8', 'A0A7N4NQJ8'}"
88,Q13049,"{'A0A6I8SA80', 'A0A5F8H682', 'Q4R8G1', 'UPI000C6DD350', 'H2ZYI3', 'A0A669BMW7', 'A0A8T2LG86', 'A0A8C2NX59', 'A0A8M9QBH2', 'Q13049', 'H0XTI2', 'A0A3P9IBQ6', 'G3IJ44'}"
89,Q9UQ26,"{'UPI001AE42416', 'UPI0014944BA6', 'UPI00159E5DB6', 'UPI0011AEEBC7', 'Q9UQ26', 'E1B7V2', 'A0AAX6QZ71', 'A0A8J1JNI4', 'Q9UQ26-6', 'A0A9J7GHX6', 'UPI0003C1A1C6', 'UPI0003EC13F7', 'A0A8C0QCB2', 'Q9UQ26-1', 'A0A8U0S0Y5', 'Q9UQ26-4', 'A0A803V1G6', 'UPI000C9E9E7A', 'A0A8I5UE16', 'UPI0010A2028A', 'UPI0008101A5B', 'UPI002FE1E961', 'Q9UQ26-8', 'UPI0007EE85C2', 'UPI0000193A5D', 'Q9UQ26-2', 'UPI003013647A', 'UPI0024E253D8', 'Q9UQ26-3', 'Q9UQ26-5', 'UPI000C7E9665', 'UPI00122D941A', 'Q9UQ26-7', 'UPI00038C0444', 'A0A8W4FA42', 'UPI001D19A460', 'UPI0029526AA2', 'UPI000D53AD84', 'UPI0010A8BD84', 'A0A2K5UU02', 'UPI001301E953', 'UPI00123ED7B2'}"
90,Q6R327,"{'G9KL58', 'Q0VAV3', 'I3JXL2', 'H3A9R2', 'Q6R327-4', 'W5N4G7', 'Q6R327-3', 'A0A3P9JL37', 'UPI001301BC66', 'Q6R327', 'A0AAA9S7I9', 'A0A8C2R0X3', 'A0A8C0M1Q5', 'UPI000CCC3F01', 'G3HGU6', 'H2S9L3', 'UPI000A2B4CAE', 'K9KB76', 'G3PDI0', 'UPI000D097F27', 'Q6R327-1', 'W5K417', 'A0A3B5QU79', 'A0A8B9ZIU1', 'UPI0019175C07', 'A0A286XJQ4'}"
91,Q13671,"{'UPI002F2B3D52', 'UPI000C81112F', 'B4DN44', 'Q13671-1', 'L8XZS8', 'A0A286YCR5', 'Q13671', 'H0W7Y5', 'UPI0024E246C9', 'A0A7D9NK16', 'A0A669BHJ4', 'A0A8D2BHH4', 'H0XKN9', 'A0A8I5U053', 'UPI0006D727AF', 'UPI0023DCEDF0', 'UPI001301B95B', 'Q13671-2'}"
92,Q8TDN4,"{'A0A8D0LJ28', 'A0AAX6TJF6', 'UPI0024E2700F', 'Q8TDN4-2', 'W5M0S8', 'UPI001EFFFB44', 'A0A6I8P2B4', 'G1PAD8', 'Q8TDN4-3', 'UPI0019170D9D', 'Q8TDN4', 'Q8TDN4-1', 'A0A2K5UGR7', 'UPI0003EC3C6A', 'G3TJ17', 'L5K1X4', 'A0A803VI71', 'A0A8C2SAN5', 'Q8TDN4-4', 'H3BDL3', 'A0A3B1KHQ5'}"
93,P48729,"{'G3WRN2', 'A0A5G2RJH9', 'L9KPA8', 'W5PT34', 'P48729-2', 'A0A5F8HJM6', 'H3AJL4', 'H0XW81', 'A0A5F9CKG7', 'A0A2I3HVI0', 'P48729', 'A0A8C2Y2C5', 'P48729-3', 'UPI003007E9B6', 'UPI001A9FE4F0', 'L5LSJ3', 'P48729-1', 'H0VV76'}"
94,P49796,"{'U3JS50', 'P49796-7', 'P49796-8', 'UPI0007403222', 'UPI0030D12529', 'H2SBD7', 'A0A8B9H329', 'A0A7N5JZI2', 'G1SUS3', 'P49796', 'UPI00038C5600', 'UPI000703DC82', 'A0A286XCE3', 'A0A8C2NQG8', 'A0A3Q2KWB2', 'UPI0005AB93F5', 'G7PRL9', 'G3S4X9', 'P49796-5', 'A0A3B5QNW8', 'A0A3B3HLW7', 'G7NG48', 'Q7SYH9', 'A0A8M3BA25', 'P49796-9', 'UPI0003EC4BBC', 'UPI001301A53A', 'L5K946', 'F6QQ38', 'P49796-4', 'P49796-3', 'P49796-6', 'A0A6I8NNE0', 'UPI0003C486AC', 'UPI002F2B5633', 'G5B200', 'P49796-2', 'A0A2I3T705', 'A0A9J7GNQ1', 'A0A5F5XVR0', 'A0A8B9T1D2', 'A0A8D1ATS6', 'P49796-1', 'H3B7M0', 'A0A8I3NBC6', 'F1N7R3', 'G9KL07'}"
95,P20701,"{'P20701-1', 'A0A8M2BI95', 'L9KU57', 'A0A8U0T4W4', 'A0A6I8NWB8', 'UPI0003D71E71', 'A0A5F8H746', 'A6QNM4', 'P20701', 'P20701-3', 'UPI001FB189EB', 'A0A8D1S6K7', 'A6I9N9', 'D2HQP5', 'H2L878', 'A0A0N8ET69', 'A0A8C0RAY3', 'P20701-2', 'A0A8C2MM16', 'H0V9G6'}"
96,O94875,"{'UPI0023DD5BA1', 'O94875-6', 'O94875-3', 'UPI00313C2725', 'UPI002F2B51FC', 'UPI0018D9F381', 'A0A8I3S4C2', 'UPI000CCC23B4', 'A0AAX6TJ53', 'A0A3P9JCX8', 'O94875-9', 'A0A3B5QZR1', 'A0A3B1KE17', 'O94875-5', 'O94875', 'UPI00295282A2', 'O94875-4', 'O94875-10', 'UPI0003C8E5FE', 'UPI0004433DA2', 'A0A8U0NUT8', 'F6S7N6', 'A0A8J1J4M5', 'O94875-7', 'G1LF34', 'H2PEW8', 'L5LD30', 'UPI001D1A1C42', 'A0A452F3K9', 'E1BSP7', 'UPI0007404622', 'A0A8I6AN94', 'O94875-12', 'UPI0030CF7518', 'A0A803VEE3', 'UPI001BC8A53B', 'G3WCA3', 'A0A9J7J9W1', 'A0A669ETM2', 'A0A7N9CN23', 'UPI000490AE73', 'A0A6I8NQY0', 'UPI0006446E48', 'UPI0007ECB7B2', 'A0A3Q1NL10', 'A0A3Q2GUS8', 'O94875-1', 'UPI002FDF2C0C', 'H2QQJ1', 'UPI0003F1353A', 'A0A0R4IW85', 'A0A2I2YV32', 'O94875-8', 'UPI001A9F4A87', 'UPI000A2B1998', 'O94875-11', 'G1RKW5', 'O94875-2'}"
97,Q05513,"{'G7MGG5', 'A0A8C0Q2T7', 'Q05513-1', 'G5ATI1', 'H3B3L0', 'G1QH28', 'A0A8D0VNQ7', 'R0LPA7', 'L5L8I8', 'A0A6I8Q560', 'A0A2I3SQA3', 'Q05513-2', 'Q05513-3', 'Q05513', 'UPI0028FCA7C5', 'A0A8B9L584', 'L8YD37', 'UPI001FB19A6E', 'A0A3Q1MSP9', 'UPI0003ACA222', 'A0A9J7GR27', 'A0A7N4PAQ2', 'A0A6I8PB71', 'A0A5F5XLM2', 'A0A5F8HEB8', 'A0A2I2ZK24'}"
98,O14558,"{'G1U1F6', 'A0A4X1TJI1', 'O14558', 'A0A0P6K1Q0', 'UPI0003D73430', 'G1Q9J0', 'L5LTD5', 'H0WPC5', 'F6V9J6', 'A0A6I8PFG2', 'A0AAA9RYU3'}"
99,Q53EL6,"{'A0A2J8W777', 'Q53EL6-1', 'UPI000175423C', 'W5M352', 'A0A669EVB8', 'Q53EL6', 'H3AZL1', 'A0A8M3AX11', 'F7CUC5', 'W5KAM6', 'Q53EL6-2', 'G3U1P9', 'A0A494BA05'}"
